dataset,model,paradigm,task,group_col,group_value,n,mae,mse,median_ae,p90_ae,bias,n_cases,group_value_label
BPI20RequestForPayment,llama32-1b,llm,RT,activity_current,9,335,0.5305799151150468,0.5266775992444942,0.4485899955034256,0.9025088012218478,0.1103521908986132,335,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20RequestForPayment,llama32-1b,llm,RT,activity_current,10,53,1.273924923528267,2.512669189029324,1.0431198701262474,2.642222271859648,-0.6984049941957841,50,Request For Payment REJECTED by ADMINISTRATION
BPI20RequestForPayment,llama32-1b,llm,RT,activity_current,12,55,1.1603626190938734,1.9450020359053084,0.7961298525333405,2.339853745698929,-0.4762658319012685,54,Request For Payment REJECTED by EMPLOYEE
BPI20RequestForPayment,llama32-1b,llm,RT,activity_current,17,408,0.7882427655293962,1.0782567679958148,0.5743835866451263,1.610833126306534,-0.1956502075082229,398,Request For Payment SUBMITTED by EMPLOYEE
BPI20RequestForPayment,llama32-1b,llm,RT,activity_current,18,320,0.2557902144326363,0.0946355796774653,0.2130672521889209,0.5010346084833146,0.2355844093428459,320,Request Payment
BPI20RequestForPayment,rnn,sequence,RT,activity_current,3,349,0.1142758485410138,0.0209901876570924,0.0988440513610839,0.2416746139526367,0.0686117956324088,349,Payment Handled
BPI20RequestForPayment,rnn,sequence,RT,activity_current,4,353,0.772029507437275,1.06485784876811,0.5842439532279968,1.585231959819794,-0.2587004130506339,352,Request For Payment APPROVED by ADMINISTRATION
BPI20RequestForPayment,rnn,sequence,RT,activity_current,5,116,0.695640427506015,0.8918778018107925,0.5299143493175507,1.3522193431854248,-0.2235379122751604,116,Request For Payment APPROVED by BUDGET OWNER
BPI20RequestForPayment,rnn,sequence,RT,activity_current,9,335,0.5105729196529919,0.550374288088785,0.3668447583913803,1.083417746052146,-0.0305085518664972,335,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20RequestForPayment,rnn,sequence,RT,activity_current,10,53,1.2652801068605115,2.532004596227029,1.0931068593636155,2.517713040113449,-0.6747429540275403,50,Request For Payment REJECTED by ADMINISTRATION
BPI20RequestForPayment,rnn,sequence,RT,activity_current,12,55,1.209103910387917,2.1038262007206514,0.876139372587204,2.393294638395309,-0.4730074554343115,54,Request For Payment REJECTED by EMPLOYEE
BPI20RequestForPayment,rnn,sequence,RT,activity_current,17,408,0.8152795303995292,1.1971159900137356,0.625428419560194,1.694753134250641,-0.3454807543763023,398,Request For Payment SUBMITTED by EMPLOYEE
BPI20RequestForPayment,rnn,sequence,RT,activity_current,18,320,0.1978611157624982,0.0641791683323915,0.1550091803073883,0.4243069089949132,0.0215212742565199,320,Request Payment
BPI20RequestForPayment,saprpt,tabular_fm,RT,activity_current,3,349,0.0207737667171183,0.0004505362726437,0.022519826889038,0.022519826889038,-0.0207737667171183,349,Payment Handled
BPI20RequestForPayment,saprpt,tabular_fm,RT,activity_current,4,353,0.7645283523094827,1.0111726634740577,0.5961436033248901,1.498244279623032,-0.1289941594888464,352,Request For Payment APPROVED by ADMINISTRATION
BPI20RequestForPayment,saprpt,tabular_fm,RT,activity_current,5,116,0.6607821785427374,0.809714491430446,0.5342440009117126,1.2420532703399658,0.027303858692276,116,Request For Payment APPROVED by BUDGET OWNER
BPI20RequestForPayment,saprpt,tabular_fm,RT,activity_current,9,335,0.5031193524595601,0.5165348230446052,0.3771302700042724,0.9842421531677248,0.0219043771941353,335,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20RequestForPayment,saprpt,tabular_fm,RT,activity_current,10,53,1.2509607862470284,2.101370648834977,1.1427358388900757,2.242498302459717,-0.3087005178039929,50,Request For Payment REJECTED by ADMINISTRATION
BPI20RequestForPayment,saprpt,tabular_fm,RT,activity_current,12,55,1.191836236620491,1.9321574755132995,0.948183298110962,2.178072834014893,-0.3288412544537674,54,Request For Payment REJECTED by EMPLOYEE
BPI20RequestForPayment,saprpt,tabular_fm,RT,activity_current,17,408,0.7941174111517338,1.095429775021052,0.5729210376739502,1.6601185202598576,-0.1948389111208848,398,Request For Payment SUBMITTED by EMPLOYEE
BPI20RequestForPayment,saprpt,tabular_fm,RT,activity_current,18,320,0.1295246416993904,0.0309061007333854,0.0810243636369705,0.2944330573081971,0.09528993141721,320,Request Payment
BPI20RequestForPayment,tabpfn3,tabular_fm,RT,activity_current,3,349,0.0015437333153448,3.3085971296846237e-06,0.0015158653259277,0.0029088735580444,-0.0014344091743316,349,Payment Handled
BPI20RequestForPayment,tabpfn3,tabular_fm,RT,activity_current,4,353,0.7571200792962638,1.0584189282497174,0.600012868642807,1.6466002821922308,-0.3154261925273572,352,Request For Payment APPROVED by ADMINISTRATION
BPI20RequestForPayment,tabpfn3,tabular_fm,RT,activity_current,5,116,0.6580007020384073,0.8340957187176585,0.527898509055376,1.1047474890947342,-0.1791554568014268,116,Request For Payment APPROVED by BUDGET OWNER
BPI20RequestForPayment,tabpfn3,tabular_fm,RT,activity_current,9,335,0.4758156408316025,0.502139016294558,0.3049930334091186,0.958590790629387,-0.0427878371373847,335,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20RequestForPayment,tabpfn3,tabular_fm,RT,activity_current,10,53,1.2637730247499246,2.364660776907473,1.1190743073821068,2.422308394312859,-0.6008633344592351,50,Request For Payment REJECTED by ADMINISTRATION
BPI20RequestForPayment,tabpfn3,tabular_fm,RT,activity_current,12,55,1.1880991005762056,1.9774787287090796,0.8615100830793381,2.280723941326141,-0.4195373889397491,54,Request For Payment REJECTED by EMPLOYEE
BPI20RequestForPayment,tabpfn3,tabular_fm,RT,activity_current,17,408,0.8025794792035823,1.1581578209591468,0.5833278633654118,1.6816832572221756,-0.3658634870531101,398,Request For Payment SUBMITTED by EMPLOYEE
BPI20RequestForPayment,tabpfn3,tabular_fm,RT,activity_current,18,320,0.0756424786202842,0.0158553789344297,0.0472836345434188,0.1699810326099396,0.0439530208735959,320,Request Payment
BPI20RequestForPayment,transformer,sequence,RT,activity_current,3,349,0.0394505434869695,0.0021907637578399,0.0361542701721191,0.0721696615219116,-0.0278064755450688,349,Payment Handled
BPI20RequestForPayment,transformer,sequence,RT,activity_current,4,353,0.7661014741442296,1.0804414308164545,0.5540651082992554,1.7129588246345524,-0.3302414883126006,352,Request For Payment APPROVED by ADMINISTRATION
BPI20RequestForPayment,transformer,sequence,RT,activity_current,5,116,0.6928813498595665,0.9329112533951897,0.544739305973053,1.2072534561157229,-0.2728477492928505,116,Request For Payment APPROVED by BUDGET OWNER
BPI20RequestForPayment,transformer,sequence,RT,activity_current,9,335,0.4935106961358922,0.5398853078214547,0.3477573990821838,1.0312474966049194,-0.0350493890361916,335,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20RequestForPayment,transformer,sequence,RT,activity_current,10,53,1.2472431888838984,2.366964774512748,1.158103495836258,2.3598710268735887,-0.5476302922053157,50,Request For Payment REJECTED by ADMINISTRATION
BPI20RequestForPayment,transformer,sequence,RT,activity_current,12,55,1.2411027457903732,2.0287742400434543,1.0954583883285522,2.1858681559562685,-0.1336335740983486,54,Request For Payment REJECTED by EMPLOYEE
BPI20RequestForPayment,transformer,sequence,RT,activity_current,17,408,0.7941096388813629,1.076746647138697,0.6073874458670616,1.5986072778701783,-0.1448415436447534,398,Request For Payment SUBMITTED by EMPLOYEE
BPI20RequestForPayment,transformer,sequence,RT,activity_current,18,320,0.1726179756980855,0.0461673353815761,0.1646848320960998,0.3156221926212314,-0.0967118957836646,320,Request Payment
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,3,118,0.5180140065692239,0.3227052432329656,0.4822948276996612,0.7600613504648208,-0.5173278298165839,118,Declaration APPROVED by ADMINISTRATION
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,4,47,0.5150707048621583,0.2998081911024515,0.4928532242774963,0.7890613913536071,-0.514148435852629,47,Declaration APPROVED by BUDGET OWNER
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,8,115,0.554605080511259,0.4855092106406281,0.5114925503730774,0.6784081578254699,-0.551947989411976,112,Declaration FINAL_APPROVED by SUPERVISOR
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,9,40,0.6361203810200096,0.785062640753841,0.4276762008666992,1.0786427572369577,-0.6361203810200096,40,Declaration REJECTED by ADMINISTRATION
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,12,37,0.6248706404019047,0.5437979513638472,0.5318858623504639,1.1451480180025095,-0.6248706404019047,37,Declaration REJECTED by EMPLOYEE
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,17,167,0.493342470701137,0.3675730002011079,0.4279841184616089,0.7522280335426332,-0.4835656236098734,164,Declaration SUBMITTED by EMPLOYEE
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,18,150,0.7935349686164409,1.3001531817011631,0.4647456258535385,2.115298733115196,-0.5894384874372433,150,End trip
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,19,145,0.5934063138119106,0.6635971989654567,0.4908545017242431,0.8762271896004674,-0.5785618595650484,142,Payment Handled
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,20,159,1.0234439992258009,1.956690444256126,0.6530806124210358,2.4235360443592096,-0.8077858928473866,159,Permit APPROVED by ADMINISTRATION
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,21,59,1.0175455642422124,1.8637375130706044,0.7340739071369171,2.1479857623577123,-0.9413710611446175,59,Permit APPROVED by BUDGET OWNER
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,25,161,1.029989490446762,1.9777145124104627,0.7329111993312836,2.4046590328216557,-0.8240302127449027,161,Permit FINAL_APPROVED by SUPERVISOR
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,35,163,1.0407610973743209,1.9365429300781207,0.6885208487510681,2.2086016237735757,-0.7741968982104509,163,Permit SUBMITTED by EMPLOYEE
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,36,40,0.9923033793224022,1.61155984165503,0.7555364221334457,2.1740743637084963,-0.9623044632549864,40,Request For Payment APPROVED by ADMINISTRATION
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,41,53,0.9169289518031292,1.8073721629280124,0.5013073682785034,2.24582163989544,-0.7411134500102632,49,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,49,55,0.9027610180730168,1.6612026810300906,0.4780796729028225,2.1435091599822043,-0.8133209891617298,54,Request For Payment SUBMITTED by EMPLOYEE
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,50,147,0.5990910486565256,0.7775416768918844,0.4586560726165771,1.0413212716579443,-0.5896243636439346,145,Request Payment
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,51,65,0.6473748549389151,0.57639228200684,0.5862548649311066,1.1510740041732788,-0.1237368474356257,65,Send Reminder
BPI20TravelPermitData,gemma-2-2b,llm,RT,activity_current,52,180,0.6424085554319188,0.9325933232758672,0.3692775145173073,1.7868657142855224,-0.4153222694942896,180,Start trip
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,3,118,0.2921098465636625,0.1423036414816907,0.2399780750274658,0.4501331031322479,-0.2704541882721044,118,Declaration APPROVED by ADMINISTRATION
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,4,47,0.2834571703000271,0.1127156061253597,0.2438459396362304,0.5316574215888976,-0.280865562881561,47,Declaration APPROVED by BUDGET OWNER
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,8,115,0.2457139441662508,0.2163507399172181,0.1662686467170715,0.3827184438705445,-0.1753059569746256,112,Declaration FINAL_APPROVED by SUPERVISOR
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,9,40,0.4148733312264084,0.5294890448976928,0.2329455316066742,0.8879621610045434,-0.3706775097176432,40,Declaration REJECTED by ADMINISTRATION
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,12,37,0.3363493848088625,0.2441518770841315,0.188644528388977,0.8236208021640776,-0.2664010409970541,37,Declaration REJECTED by EMPLOYEE
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,17,167,0.3519179130720343,0.2599733825182305,0.2852950096130371,0.6240008294582369,-0.298643940792023,164,Declaration SUBMITTED by EMPLOYEE
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,18,150,0.7102475817594677,1.0134050571462327,0.4126910790801048,1.9094221994280816,-0.327315039569512,150,End trip
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,19,145,0.3688199625061504,0.4155668897060072,0.2172253131866455,0.7962024003267287,-0.184833804171147,142,Payment Handled
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,20,159,1.0096942866748233,1.8307167070910368,0.7292428016662598,2.329195916652683,-0.6274836838432828,159,Permit APPROVED by ADMINISTRATION
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,21,59,0.9046843027917004,1.473619310069765,0.6515913102775812,1.9559431791305544,-0.6549044025398917,59,Permit APPROVED by BUDGET OWNER
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,25,161,0.9706635078970596,1.6617243048768788,0.8053725361824036,2.2189531922340398,-0.5179806831148193,161,Permit FINAL_APPROVED by SUPERVISOR
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,35,163,0.9818612773291356,1.6906179318614385,0.7182710617780685,2.0329223036766058,-0.5780160968403326,163,Permit SUBMITTED by EMPLOYEE
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,36,40,0.9582441516686232,1.5500526430899035,0.712969034910202,2.1689464151859283,-0.8650902103167027,40,Request For Payment APPROVED by ADMINISTRATION
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,41,53,0.9544622579508216,1.8908858174450036,0.6278212666511536,2.228107371926309,-0.7120185022973807,49,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,49,55,0.9239200488579544,1.7126717199711188,0.5579448491334915,2.1309203088283546,-0.7895369696854191,54,Request For Payment SUBMITTED by EMPLOYEE
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,50,147,0.3619401700553947,0.5685312431753671,0.1434059143066406,0.8989854931831367,-0.255117375600044,145,Request Payment
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,51,65,0.5650330950720952,0.5173853144828547,0.5546291973441839,1.0742141246795651,-0.212688916721023,65,Send Reminder
BPI20TravelPermitData,llama32-1b,llm,RT,activity_current,52,180,0.6168620499169467,0.8174101351650459,0.3985920064151287,1.5919509530067435,-0.2087060309851141,180,Start trip
BPI20TravelPermitData,rnn,sequence,RT,activity_current,3,118,0.1620260988504199,0.0740240176003758,0.1145824193954467,0.3026142120361328,-0.112875045987509,118,Declaration APPROVED by ADMINISTRATION
BPI20TravelPermitData,rnn,sequence,RT,activity_current,4,47,0.1467556764787816,0.0472952136723548,0.0993319749832153,0.3847074925899505,-0.1007260631056542,47,Declaration APPROVED by BUDGET OWNER
BPI20TravelPermitData,rnn,sequence,RT,activity_current,8,115,0.156895235699156,0.2049351606378875,0.0719525814056396,0.2105720996856689,-0.1259296037580655,112,Declaration FINAL_APPROVED by SUPERVISOR
BPI20TravelPermitData,rnn,sequence,RT,activity_current,9,40,0.4249957706779241,0.5755700542555324,0.2116714715957641,0.8156108729541304,-0.4020327594131231,40,Declaration REJECTED by ADMINISTRATION
BPI20TravelPermitData,rnn,sequence,RT,activity_current,12,37,0.3259829693549388,0.250526464302727,0.1738035678863525,0.8149990066885948,-0.2772286574582795,37,Declaration REJECTED by EMPLOYEE
BPI20TravelPermitData,rnn,sequence,RT,activity_current,17,167,0.2477136816338686,0.1823164585047866,0.1700389385223388,0.5059799462556839,-0.2071324107599651,164,Declaration SUBMITTED by EMPLOYEE
BPI20TravelPermitData,rnn,sequence,RT,activity_current,18,150,0.8107155030034483,1.2669743559065598,0.5163980722427368,1.983034570515156,-0.5622295730933548,150,End trip
BPI20TravelPermitData,rnn,sequence,RT,activity_current,19,145,0.2346855114503153,0.3200328435885051,0.0749122500419616,0.5441361725330349,-0.1843354945809676,142,Payment Handled
BPI20TravelPermitData,rnn,sequence,RT,activity_current,20,159,1.0254330431468457,1.7914548246256536,0.8222709894180298,2.0793979942798626,-0.6562449453902319,159,Permit APPROVED by ADMINISTRATION
BPI20TravelPermitData,rnn,sequence,RT,activity_current,21,59,0.9428115748184718,1.4680825328944571,0.7891580164432526,1.9165231347084053,-0.7077984702852318,59,Permit APPROVED by BUDGET OWNER
BPI20TravelPermitData,rnn,sequence,RT,activity_current,25,161,1.0626872881107403,2.0110716639657307,0.7566184401512146,2.2952114045619965,-0.8321538842803804,161,Permit FINAL_APPROVED by SUPERVISOR
BPI20TravelPermitData,rnn,sequence,RT,activity_current,35,163,0.9954512367464968,1.4512014634737391,0.9466071128845216,1.7763975620269776,-0.1229395206383446,163,Permit SUBMITTED by EMPLOYEE
BPI20TravelPermitData,rnn,sequence,RT,activity_current,36,40,0.9500934292096644,1.4807944858011703,0.7711233356967568,2.213055118918419,-0.7561408325564116,40,Request For Payment APPROVED by ADMINISTRATION
BPI20TravelPermitData,rnn,sequence,RT,activity_current,41,53,0.881468684868316,1.5013414222334032,0.5869450718164444,2.130146318674088,-0.4671863341574416,49,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20TravelPermitData,rnn,sequence,RT,activity_current,49,55,0.9061135890978304,1.4582353331337607,0.671323356218636,1.8724604740738875,-0.624487220953134,54,Request For Payment SUBMITTED by EMPLOYEE
BPI20TravelPermitData,rnn,sequence,RT,activity_current,50,147,0.2863993565710325,0.4746067280081449,0.081467866897583,0.640070316195489,-0.2399955342656799,145,Request Payment
BPI20TravelPermitData,rnn,sequence,RT,activity_current,51,65,0.6286579028989833,0.6409474160330304,0.5141132175922394,1.3757198333740237,-0.1458108984578687,65,Send Reminder
BPI20TravelPermitData,rnn,sequence,RT,activity_current,52,180,0.634840845017364,0.905943446697814,0.3617674543056637,1.6774147570133209,-0.3611575952842638,180,Start trip
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,3,118,0.1480449169116505,0.0699697910477302,0.1151078939437866,0.2448113143444061,0.0249020988910885,118,Declaration APPROVED by ADMINISTRATION
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,4,47,0.1546094786930591,0.0419155774599908,0.1309818029403686,0.2537782788276672,0.0374600822304157,47,Declaration APPROVED by BUDGET OWNER
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,8,115,0.2151687285174494,0.2186561618637777,0.1490892767906189,0.2423772811889649,0.07121066580648,112,Declaration FINAL_APPROVED by SUPERVISOR
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,9,40,0.3884990705177188,0.5409767972677438,0.1808708012104034,0.7544321835041047,-0.2155704690143466,40,Declaration REJECTED by ADMINISTRATION
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,12,37,0.26877304126282,0.1585594584268907,0.1895915865898132,0.5598448306322097,-0.0254841456944878,37,Declaration REJECTED by EMPLOYEE
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,17,167,0.1854314041061851,0.144509102448724,0.121347963809967,0.314737629890442,-0.059646831379233,164,Declaration SUBMITTED by EMPLOYEE
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,18,150,0.7167144865635783,0.9399062093154528,0.5004205405712128,1.7222180604934691,-0.2046768576993296,150,End trip
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,19,145,0.4953901948086147,0.8188554592057781,0.1405775547027588,1.435410213470459,-0.2607350020059223,142,Payment Handled
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,20,159,0.9987026390227132,1.640134864926731,0.8508097678422928,2.0718976974487315,-0.2974535342095033,159,Permit APPROVED by ADMINISTRATION
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,21,59,0.8724114962742996,1.2800371771256065,0.6935100555419922,1.706031274795533,-0.4087987383354013,59,Permit APPROVED by BUDGET OWNER
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,25,161,0.9863153699010332,1.5818033760215606,0.8797373324632645,2.0949020385742188,-0.2892900376598009,161,Permit FINAL_APPROVED by SUPERVISOR
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,35,163,0.9998904769908796,1.5725214327166,0.8804348707199097,1.890191793441773,-0.3153788725519838,163,Permit SUBMITTED by EMPLOYEE
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,36,40,0.8180178674403578,1.26959864869769,0.5138588547706604,1.9724083662033085,-0.5982065407093614,40,Request For Payment APPROVED by ADMINISTRATION
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,41,53,0.9106759662851956,1.5061671394182812,0.6721423864364624,1.8562874317169191,-0.275677647460296,49,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,49,55,0.8499164073474028,1.476452014587455,0.5508131682872772,2.127287673950195,-0.6488878462632949,54,Request For Payment SUBMITTED by EMPLOYEE
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,50,147,0.5335706770103298,0.95126909026778,0.2360132336616516,1.2961268067359926,-0.1947223091700754,145,Request Payment
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,51,65,0.6231910650546734,0.5348982763713326,0.4608900547027588,1.0026747345924378,-0.2144194648816035,65,Send Reminder
BPI20TravelPermitData,saprpt,tabular_fm,RT,activity_current,52,180,0.6015190147802868,0.7614016068249088,0.4164498597383499,1.4794533371925354,-0.1574148776328204,180,Start trip
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,3,118,0.1264336239230835,0.067205828972347,0.0801016986370086,0.1998330384492873,-0.0442639274869934,118,Declaration APPROVED by ADMINISTRATION
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,4,47,0.124436171923546,0.0387277864862023,0.0700785517692565,0.2575129866600036,-0.0153373215109743,47,Declaration APPROVED by BUDGET OWNER
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,8,115,0.138637566048166,0.2158356370788959,0.0721529722213745,0.1381049036979676,-0.0322062673776046,112,Declaration FINAL_APPROVED by SUPERVISOR
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,9,40,0.389339761249721,0.5983564621147434,0.1363477110862732,0.8564921915531158,-0.3336691005155444,40,Declaration REJECTED by ADMINISTRATION
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,12,37,0.2783355867943248,0.2144436268488397,0.1220977306365966,0.7678284272551534,-0.1743228107288077,37,Declaration REJECTED by EMPLOYEE
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,17,167,0.1837944706823833,0.1462296370706799,0.0956276655197143,0.3371496438980103,-0.1218563604564545,164,Declaration SUBMITTED by EMPLOYEE
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,18,150,0.7517902695791175,0.9772467305828042,0.5863711759448051,1.8371664587408305,-0.1484945478259275,150,End trip
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,19,145,0.4437186235176592,0.7336570242347638,0.0799164772033691,1.4280437111854554,-0.266227750704977,142,Payment Handled
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,20,159,1.1352514459637328,2.2982185524915635,0.8627681732177734,2.4138127446174638,-1.0138473429720052,159,Permit APPROVED by ADMINISTRATION
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,21,59,0.9915810687688448,1.6777908392686722,0.780272975564003,2.0728935897350325,-0.8314521425103737,59,Permit APPROVED by BUDGET OWNER
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,25,161,1.0315324348681,1.7241515462847707,0.8904252648353577,2.183329463005066,-0.3766550393543721,161,Permit FINAL_APPROVED by SUPERVISOR
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,35,163,1.0627675517776445,1.7295320381999957,0.933465637266636,1.9577710866928109,-0.3069616066509046,163,Permit SUBMITTED by EMPLOYEE
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,36,40,0.8138163572642952,1.1881650559384282,0.6167164593935013,1.9837010085582731,-0.5739729800727218,40,Request For Payment APPROVED by ADMINISTRATION
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,41,53,0.9035590456014516,1.499801184118995,0.6742147207260132,1.929138410091401,-0.2505680950510069,49,Request For Payment FINAL_APPROVED by SUPERVISOR
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,49,55,0.8378215795298192,1.2940615666874844,0.6398859769105911,2.026017397362739,-0.4717748565853319,54,Request For Payment SUBMITTED by EMPLOYEE
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,50,147,0.4289436051622033,0.8704363018370996,0.0732934474945068,1.2809381127357484,-0.2940847044683942,145,Request Payment
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,51,65,0.6091068196719369,0.5159160056901896,0.5583314597606659,1.0547038793563843,-0.1637618186059766,65,Send Reminder
BPI20TravelPermitData,tabpfn3,tabular_fm,RT,activity_current,52,180,0.6616948202192563,0.8007316480897994,0.5376043915748596,1.5074935540556906,-0.0290960507682434,180,Start trip
BPI20TravelPermitData,transformer,sequence,RT,activity_current,3,118,0.1468045023285736,0.0612985542190625,0.1074903011322021,0.269392916560173,0.0362783454484858,118,Declaration APPROVED by ADMINISTRATION
BPI20TravelPermitData,transformer,sequence,RT,activity_current,4,47,0.1490934138443876,0.0322067953496751,0.1418144702911377,0.2694373033940792,0.055522554494599,47,Declaration APPROVED by BUDGET OWNER
BPI20TravelPermitData,transformer,sequence,RT,activity_current,8,115,0.1753561805123868,0.2211270774722964,0.0987647771835327,0.2077913522720337,0.0255535947239917,112,Declaration FINAL_APPROVED by SUPERVISOR
BPI20TravelPermitData,transformer,sequence,RT,activity_current,9,40,0.3714773542247712,0.6035444666200037,0.1445825845003128,0.8236735180020333,-0.3114562681876123,40,Declaration REJECTED by ADMINISTRATION
BPI20TravelPermitData,transformer,sequence,RT,activity_current,12,37,0.2322054332172548,0.1395042957675702,0.1579225063323974,0.5222504645586011,-0.0870393160227182,37,Declaration REJECTED by EMPLOYEE
BPI20TravelPermitData,transformer,sequence,RT,activity_current,17,167,0.1847375344574273,0.1359332734993431,0.1204915642738342,0.3078113675117493,-0.0370541911482989,164,Declaration SUBMITTED by EMPLOYEE
BPI20TravelPermitData,transformer,sequence,RT,activity_current,18,150,0.7091656566062011,0.9897915026140044,0.4236015658825636,1.8145541791804132,-0.3011526654699507,150,End trip
BPI20TravelPermitData,transformer,sequence,RT,activity_current,19,145,0.2384139959411374,0.2890448138812848,0.1061964035034179,0.419562792778015,-0.0322329406337491,142,Payment Handled
BPI20TravelPermitData,transformer,sequence,RT,activity_current,20,159,0.9777338898875428,1.7122107571885412,0.7277362048625946,2.270512193441392,-0.610542783337944,159,Permit APPROVED by ADMINISTRATION
BPI20TravelPermitData,transformer,sequence,RT,activity_current,21,59,0.9540287115753202,1.637461463114386,0.5838777422904968,2.119224178791047,-0.7768999776660891,59,Permit APPROVED by BUDGET OWNER
BPI20TravelPermitData,transformer,sequence,RT,activity_current,25,161,0.9339329209525764,1.5554905417842737,0.733936607837677,2.0928240418434143,-0.5025542785777993,161,Permit FINAL_APPROVED by SUPERVISOR
BPI20TravelPermitData,transformer,sequence,RT,activity_current,35,163,0.9681171836942846,1.430703493482972,0.878014087677002,1.7141404151916508,-0.1794746080327756,163,Permit SUBMITTED by EMPLOYEE
BPI20TravelPermitData,transformer,sequence,RT,activity_current,36,40,0.8746959524694831,1.3245493824234171,0.6486953496932983,2.1416892051696776,-0.7690566291566938,40,Request For Payment APPROVED by ADMINISTRATION
